,indicator,group,state,subgroup,week,week_label,value,lowci,highci,confidence_interval,quartile_range
486,Symptoms of Depressive Disorder,By State,Washington,Washington,3,May 14 - May 19,23.2,20.2,26.5,20.2 - 26.5,20.8-23.2
487,Symptoms of Depressive Disorder,By State,West Virginia,West Virginia,3,May 14 - May 19,27,20.9,33.9,20.9 - 33.9,25.7-36.4
488,Symptoms of Depressive Disorder,By State,Wisconsin,Wisconsin,3,May 14 - May 19,20.3,16.3,24.7,16.3 - 24.7,18.1-20.7
489,Symptoms of Depressive Disorder,By State,Wyoming,Wyoming,3,May 14 - May 19,20.7,15.1,27.2,15.1 - 27.2,18.1-20.7
490,Symptoms of Anxiety Disorder,National Estimate,United States,United States,3,May 14 - May 19,28.2,27.6,28.9,27.6 - 28.9,
491,Symptoms of Anxiety Disorder,By Age,United States,18 - 29 years,3,May 14 - May 19,38.6,36.2,41.1,36.2 - 41.1,
492,Symptoms of Anxiety Disorder,By Age,United States,30 - 39 years,3,May 14 - May 19,32.2,30.3,34.1,30.3 - 34.1,
493,Symptoms of Anxiety Disorder,By Age,United States,40 - 49 years,3,May 14 - May 19,30.7,28.9,32.5,28.9 - 32.5,
494,Symptoms of Anxiety Disorder,By Age,United States,50 - 59 years,3,May 14 - May 19,28.4,26.6,30.3,26.6 - 30.3,
495,Symptoms of Anxiety Disorder,By Age,United States,60 - 69 years,3,May 14 - May 19,22.3,20.7,24,20.7 - 24.0,
496,Symptoms of Anxiety Disorder,By Age,United States,70 - 79 years,3,May 14 - May 19,13.4,12,15,12.0 - 15.0,
497,Symptoms of Anxiety Disorder,By Age,United States,80 years and above,3,May 14 - May 19,11.8,8.8,15.3,8.8 - 15.3,
498,Symptoms of Anxiety Disorder,By Gender,United States,Male,3,May 14 - May 19,24.2,23.2,25.2,23.2 - 25.2,
499,Symptoms of Anxiety Disorder,By Gender,United States,Female,3,May 14 - May 19,32.1,31,33.1,31.0 - 33.1,
500,Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,3,May 14 - May 19,33.6,31.1,36.2,31.1 - 36.2,
501,Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic white, single race",3,May 14 - May 19,26.3,25.4,27.2,25.4 - 27.2,
502,Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic black, single race",3,May 14 - May 19,32.7,30.7,34.7,30.7 - 34.7,
503,Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",3,May 14 - May 19,23.4,20.9,26.2,20.9 - 26.2,
504,Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",3,May 14 - May 19,31.3,27.6,35.2,27.6 - 35.2,
505,Symptoms of Anxiety Disorder,By Education,United States,Less than a high school diploma,3,May 14 - May 19,34.3,30.3,38.5,30.3 - 38.5,
506,Symptoms of Anxiety Disorder,By Education,United States,High school diploma or GED,3,May 14 - May 19,30.5,28.7,32.4,28.7 - 32.4,
507,Symptoms of Anxiety Disorder,By Education,United States,Some college/Associate's degree,3,May 14 - May 19,30.2,28.7,31.7,28.7 - 31.7,
508,Symptoms of Anxiety Disorder,By Education,United States,Bachelor's degree or higher,3,May 14 - May 19,22.7,21.7,23.6,21.7 - 23.6,
509,Symptoms of Anxiety Disorder,By State,Alabama,Alabama,3,May 14 - May 19,20.7,16.7,25.1,16.7 - 25.1,19.0-25.2
510,Symptoms of Anxiety Disorder,By State,Alaska,Alaska,3,May 14 - May 19,26.2,22,30.7,22.0 - 30.7,25.3-27.4
511,Symptoms of Anxiety Disorder,By State,Arizona,Arizona,3,May 14 - May 19,29,25.1,33.2,25.1 - 33.2,28.9-36.1
512,Symptoms of Anxiety Disorder,By State,Arkansas,Arkansas,3,May 14 - May 19,28.7,24.7,32.9,24.7 - 32.9,27.5-28.8
513,Symptoms of Anxiety Disorder,By State,California,California,3,May 14 - May 19,32.3,29,35.7,29.0 - 35.7,28.9-36.1
514,Symptoms of Anxiety Disorder,By State,Colorado,Colorado,3,May 14 - May 19,27.6,24.2,31.3,24.2 - 31.3,27.5-28.8
515,Symptoms of Anxiety Disorder,By State,Connecticut,Connecticut,3,May 14 - May 19,28.7,24.2,33.5,24.2 - 33.5,27.5-28.8
516,Symptoms of Anxiety Disorder,By State,Delaware,Delaware,3,May 14 - May 19,26.6,22,31.6,22.0 - 31.6,25.3-27.4
517,Symptoms of Anxiety Disorder,By State,District of Columbia,District of Columbia,3,May 14 - May 19,33.3,26,41.3,26.0 - 41.3,28.9-36.1
518,Symptoms of Anxiety Disorder,By State,Florida,Florida,3,May 14 - May 19,28.2,25.1,31.4,25.1 - 31.4,27.5-28.8
519,Symptoms of Anxiety Disorder,By State,Georgia,Georgia,3,May 14 - May 19,27.6,23.7,31.7,23.7 - 31.7,27.5-28.8
520,Symptoms of Anxiety Disorder,By State,Hawaii,Hawaii,3,May 14 - May 19,24.1,19,29.8,19.0 - 29.8,19.0-25.2
521,Symptoms of Anxiety Disorder,By State,Idaho,Idaho,3,May 14 - May 19,24,19.4,29.2,19.4 - 29.2,19.0-25.2
522,Symptoms of Anxiety Disorder,By State,Illinois,Illinois,3,May 14 - May 19,28.5,24.7,32.6,24.7 - 32.6,27.5-28.8
523,Symptoms of Anxiety Disorder,By State,Indiana,Indiana,3,May 14 - May 19,32.6,27.5,38,27.5 - 38.0,28.9-36.1
524,Symptoms of Anxiety Disorder,By State,Iowa,Iowa,3,May 14 - May 19,19,14.7,24,14.7 - 24.0,19.0-25.2
525,Symptoms of Anxiety Disorder,By State,Kansas,Kansas,3,May 14 - May 19,26.7,22.8,30.9,22.8 - 30.9,25.3-27.4
526,Symptoms of Anxiety Disorder,By State,Kentucky,Kentucky,3,May 14 - May 19,27.7,23.5,32.2,23.5 - 32.2,27.5-28.8
527,Symptoms of Anxiety Disorder,By State,Louisiana,Louisiana,3,May 14 - May 19,27.9,22.8,33.5,22.8 - 33.5,27.5-28.8
528,Symptoms of Anxiety Disorder,By State,Maine,Maine,3,May 14 - May 19,30.6,24.7,36.9,24.7 - 36.9,28.9-36.1
529,Symptoms of Anxiety Disorder,By State,Maryland,Maryland,3,May 14 - May 19,28.3,25.1,31.7,25.1 - 31.7,27.5-28.8
530,Symptoms of Anxiety Disorder,By State,Massachusetts,Massachusetts,3,May 14 - May 19,27.4,24.1,30.9,24.1 - 30.9,25.3-27.4
531,Symptoms of Anxiety Disorder,By State,Michigan,Michigan,3,May 14 - May 19,28.5,24.4,32.9,24.4 - 32.9,27.5-28.8
532,Symptoms of Anxiety Disorder,By State,Minnesota,Minnesota,3,May 14 - May 19,27.1,22.7,31.9,22.7 - 31.9,25.3-27.4
533,Symptoms of Anxiety Disorder,By State,Mississippi,Mississippi,3,May 14 - May 19,36.1,29.1,43.6,29.1 - 43.6,28.9-36.1
534,Symptoms of Anxiety Disorder,By State,Missouri,Missouri,3,May 14 - May 19,30.4,25.2,36,25.2 - 36.0,28.9-36.1
535,Symptoms of Anxiety Disorder,By State,Montana,Montana,3,May 14 - May 19,25.7,20.7,31.1,20.7 - 31.1,25.3-27.4
536,Symptoms of Anxiety Disorder,By State,Nebraska,Nebraska,3,May 14 - May 19,23.3,18.8,28.4,18.8 - 28.4,19.0-25.2
537,Symptoms of Anxiety Disorder,By State,Nevada,Nevada,3,May 14 - May 19,29,25,33.3,25.0 - 33.3,28.9-36.1
538,Symptoms of Anxiety Disorder,By State,New Hampshire,New Hampshire,3,May 14 - May 19,25.2,21.2,29.5,21.2 - 29.5,19.0-25.2
539,Symptoms of Anxiety Disorder,By State,New Jersey,New Jersey,3,May 14 - May 19,34.4,29.1,40,29.1 - 40.0,28.9-36.1
540,Symptoms of Anxiety Disorder,By State,New Mexico,New Mexico,3,May 14 - May 19,29.6,25.4,34.2,25.4 - 34.2,28.9-36.1
541,Symptoms of Anxiety Disorder,By State,New York,New York,3,May 14 - May 19,26.8,23.1,30.8,23.1 - 30.8,25.3-27.4
542,Symptoms of Anxiety Disorder,By State,North Carolina,North Carolina,3,May 14 - May 19,28.4,23.4,33.9,23.4 - 33.9,27.5-28.8
543,Symptoms of Anxiety Disorder,By State,North Dakota,North Dakota,3,May 14 - May 19,26.2,19.7,33.5,19.7 - 33.5,25.3-27.4
544,Symptoms of Anxiety Disorder,By State,Ohio,Ohio,3,May 14 - May 19,26.2,22.5,30.2,22.5 - 30.2,25.3-27.4
545,Symptoms of Anxiety Disorder,By State,Oklahoma,Oklahoma,3,May 14 - May 19,25.2,19.8,31.3,19.8 - 31.3,19.0-25.2
546,Symptoms of Anxiety Disorder,By State,Oregon,Oregon,3,May 14 - May 19,24.2,20.3,28.4,20.3 - 28.4,19.0-25.2
547,Symptoms of Anxiety Disorder,By State,Pennsylvania,Pennsylvania,3,May 14 - May 19,25.8,22.3,29.5,22.3 - 29.5,25.3-27.4
548,Symptoms of Anxiety Disorder,By State,Rhode Island,Rhode Island,3,May 14 - May 19,23.9,18.8,29.6,18.8 - 29.6,19.0-25.2
549,Symptoms of Anxiety Disorder,By State,South Carolina,South Carolina,3,May 14 - May 19,28.5,23.8,33.5,23.8 - 33.5,27.5-28.8
550,Symptoms of Anxiety Disorder,By State,South Dakota,South Dakota,3,May 14 - May 19,22.3,16.4,29.1,16.4 - 29.1,19.0-25.2
551,Symptoms of Anxiety Disorder,By State,Tennessee,Tennessee,3,May 14 - May 19,24.8,20.5,29.5,20.5 - 29.5,19.0-25.2
552,Symptoms of Anxiety Disorder,By State,Texas,Texas,3,May 14 - May 19,28.8,26.1,31.7,26.1 - 31.7,27.5-28.8
553,Symptoms of Anxiety Disorder,By State,Utah,Utah,3,May 14 - May 19,26.1,22.4,30.1,22.4 - 30.1,25.3-27.4
554,Symptoms of Anxiety Disorder,By State,Vermont,Vermont,3,May 14 - May 19,25.8,21.5,30.4,21.5 - 30.4,25.3-27.4
555,Symptoms of Anxiety Disorder,By State,Virginia,Virginia,3,May 14 - May 19,26.8,23.3,30.6,23.3 - 30.6,25.3-27.4
556,Symptoms of Anxiety Disorder,By State,Washington,Washington,3,May 14 - May 19,28.9,25.8,32.1,25.8 - 32.1,28.9-36.1
557,Symptoms of Anxiety Disorder,By State,West Virginia,West Virginia,3,May 14 - May 19,29.3,22,37.4,22.0 - 37.4,28.9-36.1
558,Symptoms of Anxiety Disorder,By State,Wisconsin,Wisconsin,3,May 14 - May 19,23.4,18.8,28.5,18.8 - 28.5,19.0-25.2
559,Symptoms of Anxiety Disorder,By State,Wyoming,Wyoming,3,May 14 - May 19,24.1,17.7,31.6,17.7 - 31.6,19.0-25.2
560,Symptoms of Anxiety Disorder or Depressive Disorder,National Estimate,United States,United States,3,May 14 - May 19,33.9,33.1,34.7,33.1 - 34.7,
561,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,18 - 29 years,3,May 14 - May 19,47.7,45.1,50.4,45.1 - 50.4,
562,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,30 - 39 years,3,May 14 - May 19,37.8,35.7,39.9,35.7 - 39.9,
563,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,40 - 49 years,3,May 14 - May 19,35.3,33.5,37.1,33.5 - 37.1,
564,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,50 - 59 years,3,May 14 - May 19,33.7,31.8,35.7,31.8 - 35.7,
565,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,60 - 69 years,3,May 14 - May 19,26.4,24.7,28.1,24.7 - 28.1,
566,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,70 - 79 years,3,May 14 - May 19,18.3,16.3,20.4,16.3 - 20.4,
567,Symptoms of Anxiety Disorder or Depressive Disorder,By Age,United States,80 years and above,3,May 14 - May 19,17.1,13.4,21.5,13.4 - 21.5,
568,Symptoms of Anxiety Disorder or Depressive Disorder,By Gender,United States,Male,3,May 14 - May 19,29.9,28.7,31.1,28.7 - 31.1,
569,Symptoms of Anxiety Disorder or Depressive Disorder,By Gender,United States,Female,3,May 14 - May 19,37.6,36.5,38.7,36.5 - 38.7,
570,Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,3,May 14 - May 19,40.7,38,43.4,38.0 - 43.4,
571,Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic white, single race",3,May 14 - May 19,31.3,30.4,32.1,30.4 - 32.1,
572,Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic black, single race",3,May 14 - May 19,39.4,37.2,41.6,37.2 - 41.6,
573,Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",3,May 14 - May 19,30.2,27.1,33.5,27.1 - 33.5,
574,Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",3,May 14 - May 19,37.2,33.3,41.2,33.3 - 41.2,
575,Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Less than a high school diploma,3,May 14 - May 19,40.9,36.2,45.8,36.2 - 45.8,
576,Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,High school diploma or GED,3,May 14 - May 19,37.6,36,39.3,36.0 - 39.3,
577,Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Some college/Associate's degree,3,May 14 - May 19,36.1,34.5,37.8,34.5 - 37.8,
578,Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Bachelor's degree or higher,3,May 14 - May 19,26.4,25.3,27.5,25.3 - 27.5,
579,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Alabama,Alabama,3,May 14 - May 19,25.2,20.5,30.3,20.5 - 30.3,23.8-29.7
580,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Alaska,Alaska,3,May 14 - May 19,32.7,27.8,37.9,27.8 - 37.9,32.6-34.9
581,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arizona,Arizona,3,May 14 - May 19,32.1,28,36.3,28.0 - 36.3,29.8-32.5
582,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arkansas,Arkansas,3,May 14 - May 19,35.2,30.9,39.7,30.9 - 39.7,35.0-44.3
583,Symptoms of Anxiety Disorder or Depressive Disorder,By State,California,California,3,May 14 - May 19,38.8,35.1,42.6,35.1 - 42.6,35.0-44.3
584,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Colorado,Colorado,3,May 14 - May 19,33.1,29.2,37.1,29.2 - 37.1,32.6-34.9
585,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Connecticut,Connecticut,3,May 14 - May 19,33.9,29.1,39.1,29.1 - 39.1,32.6-34.9
586,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Delaware,Delaware,3,May 14 - May 19,31.8,26.8,37.1,26.8 - 37.1,29.8-32.5
587,Symptoms of Anxiety Disorder or Depressive Disorder,By State,District of Columbia,District of Columbia,3,May 14 - May 19,37.3,29.7,45.4,29.7 - 45.4,35.0-44.3
588,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Florida,Florida,3,May 14 - May 19,33.5,30.2,37,30.2 - 37.0,32.6-34.9
589,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Georgia,Georgia,3,May 14 - May 19,33.6,29.1,38.3,29.1 - 38.3,32.6-34.9
590,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Hawaii,Hawaii,3,May 14 - May 19,29.1,23.4,35.4,23.4 - 35.4,23.8-29.7
591,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Idaho,Idaho,3,May 14 - May 19,27.6,22.5,33.2,22.5 - 33.2,23.8-29.7
592,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Illinois,Illinois,3,May 14 - May 19,35.2,31.1,39.4,31.1 - 39.4,35.0-44.3
593,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Indiana,Indiana,3,May 14 - May 19,37.3,32.4,42.5,32.4 - 42.5,35.0-44.3
594,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Iowa,Iowa,3,May 14 - May 19,23.8,19,29.1,19.0 - 29.1,23.8-29.7
595,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Kansas,Kansas,3,May 14 - May 19,31.1,27,35.4,27.0 - 35.4,29.8-32.5
596,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Kentucky,Kentucky,3,May 14 - May 19,35.5,30.7,40.4,30.7 - 40.4,35.0-44.3
597,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Louisiana,Louisiana,3,May 14 - May 19,34.2,28.3,40.6,28.3 - 40.6,32.6-34.9
598,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Maine,Maine,3,May 14 - May 19,34.2,28.5,40.1,28.5 - 40.1,32.6-34.9
599,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Maryland,Maryland,3,May 14 - May 19,32.7,28.8,36.8,28.8 - 36.8,32.6-34.9
600,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Massachusetts,Massachusetts,3,May 14 - May 19,32,28.8,35.4,28.8 - 35.4,29.8-32.5
601,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Michigan,Michigan,3,May 14 - May 19,35,30.7,39.5,30.7 - 39.5,35.0-44.3
602,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Minnesota,Minnesota,3,May 14 - May 19,29.7,25.2,34.5,25.2 - 34.5,23.8-29.7
603,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Mississippi,Mississippi,3,May 14 - May 19,44.3,37.4,51.3,37.4 - 51.3,35.0-44.3
604,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Missouri,Missouri,3,May 14 - May 19,35.4,29.6,41.6,29.6 - 41.6,35.0-44.3
605,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Montana,Montana,3,May 14 - May 19,29.7,24.4,35.4,24.4 - 35.4,23.8-29.7
606,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nebraska,Nebraska,3,May 14 - May 19,26.2,21.5,31.3,21.5 - 31.3,23.8-29.7
607,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nevada,Nevada,3,May 14 - May 19,36.9,32.8,41.2,32.8 - 41.2,35.0-44.3
608,Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Hampshire,New Hampshire,3,May 14 - May 19,28.8,24.5,33.3,24.5 - 33.3,23.8-29.7
609,Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Jersey,New Jersey,3,May 14 - May 19,39.3,34,44.8,34.0 - 44.8,35.0-44.3
610,Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Mexico,New Mexico,3,May 14 - May 19,37.4,32.7,42.3,32.7 - 42.3,35.0-44.3
611,Symptoms of Anxiety Disorder or Depressive Disorder,By State,New York,New York,3,May 14 - May 19,34.9,30.5,39.5,30.5 - 39.5,32.6-34.9
612,Symptoms of Anxiety Disorder or Depressive Disorder,By State,North Carolina,North Carolina,3,May 14 - May 19,32.2,26.8,38,26.8 - 38.0,29.8-32.5
613,Symptoms of Anxiety Disorder or Depressive Disorder,By State,North Dakota,North Dakota,3,May 14 - May 19,31.9,24.9,39.4,24.9 - 39.4,29.8-32.5
614,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Ohio,Ohio,3,May 14 - May 19,33.9,28.5,39.5,28.5 - 39.5,32.6-34.9
615,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Oklahoma,Oklahoma,3,May 14 - May 19,29.8,24.2,35.9,24.2 - 35.9,29.8-32.5
616,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Oregon,Oregon,3,May 14 - May 19,31.7,27.8,35.7,27.8 - 35.7,29.8-32.5
617,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Pennsylvania,Pennsylvania,3,May 14 - May 19,30,26.1,34,26.1 - 34.0,29.8-32.5
618,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Rhode Island,Rhode Island,3,May 14 - May 19,26.2,20.9,32,20.9 - 32.0,23.8-29.7
619,Symptoms of Anxiety Disorder or Depressive Disorder,By State,South Carolina,South Carolina,3,May 14 - May 19,31.3,26.6,36.3,26.6 - 36.3,29.8-32.5
620,Symptoms of Anxiety Disorder or Depressive Disorder,By State,South Dakota,South Dakota,3,May 14 - May 19,27.8,21.1,35.2,21.1 - 35.2,23.8-29.7
621,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Tennessee,Tennessee,3,May 14 - May 19,32.5,27.9,37.4,27.9 - 37.4,29.8-32.5
622,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Texas,Texas,3,May 14 - May 19,34.8,31.8,37.9,31.8 - 37.9,32.6-34.9
623,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Utah,Utah,3,May 14 - May 19,30.3,26.5,34.2,26.5 - 34.2,29.8-32.5
624,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Vermont,Vermont,3,May 14 - May 19,29.6,25.3,34.2,25.3 - 34.2,23.8-29.7
625,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Virginia,Virginia,3,May 14 - May 19,32.2,28.5,35.9,28.5 - 35.9,29.8-32.5
626,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Washington,Washington,3,May 14 - May 19,33,29.8,36.2,29.8 - 36.2,32.6-34.9
627,Symptoms of Anxiety Disorder or Depressive Disorder,By State,West Virginia,West Virginia,3,May 14 - May 19,34.3,27.4,41.6,27.4 - 41.6,32.6-34.9
628,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Wisconsin,Wisconsin,3,May 14 - May 19,28,23,33.4,23.0 - 33.4,23.8-29.7
629,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Wyoming,Wyoming,3,May 14 - May 19,28,21,35.8,21.0 - 35.8,23.8-29.7
630,Symptoms of Depressive Disorder,National Estimate,United States,United States,4,May 21 - May 26,24.9,24.1,25.7,24.1 - 25.7,
631,Symptoms of Depressive Disorder,By Age,United States,18 - 29 years,4,May 21 - May 26,36.7,34,39.4,34.0 - 39.4,
632,Symptoms of Depressive Disorder,By Age,United States,30 - 39 years,4,May 21 - May 26,27.4,25.9,28.9,25.9 - 28.9,
633,Symptoms of Depressive Disorder,By Age,United States,40 - 49 years,4,May 21 - May 26,24.2,22.8,25.7,22.8 - 25.7,
634,Symptoms of Depressive Disorder,By Age,United States,50 - 59 years,4,May 21 - May 26,24.6,23,26.2,23.0 - 26.2,
635,Symptoms of Depressive Disorder,By Age,United States,60 - 69 years,4,May 21 - May 26,19.8,18.5,21.2,18.5 - 21.2,
636,Symptoms of Depressive Disorder,By Age,United States,70 - 79 years,4,May 21 - May 26,13.3,11.2,15.6,11.2 - 15.6,
637,Symptoms of Depressive Disorder,By Age,United States,80 years and above,4,May 21 - May 26,17.1,11.1,24.7,11.1 - 24.7,
638,Symptoms of Depressive Disorder,By Gender,United States,Male,4,May 21 - May 26,22.7,21.5,24,21.5 - 24.0,
639,Symptoms of Depressive Disorder,By Gender,United States,Female,4,May 21 - May 26,26.9,25.8,28,25.8 - 28.0,
640,Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,4,May 21 - May 26,31.4,28.4,34.4,28.4 - 34.4,
641,Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic white, single race",4,May 21 - May 26,23.3,22.4,24.2,22.4 - 24.2,
642,Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic black, single race",4,May 21 - May 26,24.8,22.6,27,22.6 - 27.0,
643,Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",4,May 21 - May 26,19.5,17,22.2,17.0 - 22.2,
644,Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",4,May 21 - May 26,32.2,28.3,36.3,28.3 - 36.3,
645,Symptoms of Depressive Disorder,By Education,United States,Less than a high school diploma,4,May 21 - May 26,38.7,34,43.5,34.0 - 43.5,
646,Symptoms of Depressive Disorder,By Education,United States,High school diploma or GED,4,May 21 - May 26,26.6,25.1,28.1,25.1 - 28.1,
647,Symptoms of Depressive Disorder,By Education,United States,Some college/Associate's degree,4,May 21 - May 26,27.6,26.4,28.8,26.4 - 28.8,
648,Symptoms of Depressive Disorder,By Education,United States,Bachelor's degree or higher,4,May 21 - May 26,17.3,16.5,18.2,16.5 - 18.2,
649,Symptoms of Depressive Disorder,By State,Alabama,Alabama,4,May 21 - May 26,20.9,16.4,26.1,16.4 - 26.1,17.2-20.9
650,Symptoms of Depressive Disorder,By State,Alaska,Alaska,4,May 21 - May 26,26.8,22.6,31.3,22.6 - 31.3,25.9-31.1
651,Symptoms of Depressive Disorder,By State,Arizona,Arizona,4,May 21 - May 26,25.1,21.2,29.3,21.2 - 29.3,23.0-25.8
652,Symptoms of Depressive Disorder,By State,Arkansas,Arkansas,4,May 21 - May 26,23.8,19.6,28.4,19.6 - 28.4,23.0-25.8
653,Symptoms of Depressive Disorder,By State,California,California,4,May 21 - May 26,26.9,23.5,30.5,23.5 - 30.5,25.9-31.1
654,Symptoms of Depressive Disorder,By State,Colorado,Colorado,4,May 21 - May 26,25.5,21.8,29.5,21.8 - 29.5,23.0-25.8
655,Symptoms of Depressive Disorder,By State,Connecticut,Connecticut,4,May 21 - May 26,21,16.7,25.9,16.7 - 25.9,21.0-22.9
656,Symptoms of Depressive Disorder,By State,Delaware,Delaware,4,May 21 - May 26,22.7,18.3,27.6,18.3 - 27.6,21.0-22.9
657,Symptoms of Depressive Disorder,By State,District of Columbia,District of Columbia,4,May 21 - May 26,20.9,15.6,27,15.6 - 27.0,17.2-20.9
658,Symptoms of Depressive Disorder,By State,Florida,Florida,4,May 21 - May 26,28.6,25.8,31.6,25.8 - 31.6,25.9-31.1
659,Symptoms of Depressive Disorder,By State,Georgia,Georgia,4,May 21 - May 26,27.7,24.2,31.4,24.2 - 31.4,25.9-31.1
660,Symptoms of Depressive Disorder,By State,Hawaii,Hawaii,4,May 21 - May 26,18.5,14,23.7,14.0 - 23.7,17.2-20.9
661,Symptoms of Depressive Disorder,By State,Idaho,Idaho,4,May 21 - May 26,18.9,14.6,23.8,14.6 - 23.8,17.2-20.9
662,Symptoms of Depressive Disorder,By State,Illinois,Illinois,4,May 21 - May 26,24.2,20.5,28.3,20.5 - 28.3,23.0-25.8
663,Symptoms of Depressive Disorder,By State,Indiana,Indiana,4,May 21 - May 26,24.8,21.5,28.4,21.5 - 28.4,23.0-25.8
664,Symptoms of Depressive Disorder,By State,Iowa,Iowa,4,May 21 - May 26,17.6,13.7,22.1,13.7 - 22.1,17.2-20.9
665,Symptoms of Depressive Disorder,By State,Kansas,Kansas,4,May 21 - May 26,25.2,20.9,29.8,20.9 - 29.8,23.0-25.8
666,Symptoms of Depressive Disorder,By State,Kentucky,Kentucky,4,May 21 - May 26,23.2,19.1,27.8,19.1 - 27.8,23.0-25.8
667,Symptoms of Depressive Disorder,By State,Louisiana,Louisiana,4,May 21 - May 26,31.1,25.5,37.2,25.5 - 37.2,25.9-31.1
668,Symptoms of Depressive Disorder,By State,Maine,Maine,4,May 21 - May 26,18.5,14.9,22.6,14.9 - 22.6,17.2-20.9
669,Symptoms of Depressive Disorder,By State,Maryland,Maryland,4,May 21 - May 26,22.9,19.7,26.5,19.7 - 26.5,21.0-22.9
670,Symptoms of Depressive Disorder,By State,Massachusetts,Massachusetts,4,May 21 - May 26,20.3,16.9,24,16.9 - 24.0,17.2-20.9
671,Symptoms of Depressive Disorder,By State,Michigan,Michigan,4,May 21 - May 26,25.1,21.4,29.1,21.4 - 29.1,23.0-25.8
